date,gross_return,cost,net_return,benchmark_return,turnover,n_selected,strategy_nav,gross_nav,benchmark_nav,excess_nav,drawdown,score_col
2024-07-08,0.020807640340145407,0.0014000000000000002,0.01940764034014541,0.025098040790685023,1.4000000000000001,10,0.9030284732604638,0.9155057343153065,1.016013981725676,0.8887953212284452,-0.13664824764435524,score_random_forest
2024-07-15,0.009372184986990151,0.0006000000000000001,0.008772184986990152,0.015128642122235776,0.6000000000000001,10,0.9109500060764238,0.9240860234139597,1.0313848936463916,0.8832299286988988,-0.1290747663638494,score_random_forest
2024-07-22,-0.036008536570148963,0.0012000000000000001,-0.03720853657014896,-0.02319522853644016,1.2000000000000002,10,0.8770548894617518,0.8908110380458946,1.0074616853292315,0.8705590517570267,-0.1614806197694657,score_random_forest
2024-07-29,-0.005054826823031178,0.0014000000000000002,-0.006454826823031178,-0.001489114072665948,1.4000000000000001,10,0.8713936520359834,0.8863081425165279,1.005961459955936,0.8662296586135148,-0.16689311715660926,score_random_forest
2024-08-05,2.0921849034150065e-05,0.0012000000000000001,-0.0011790781509658501,-0.01323894798366991,1.2000000000000002,10,0.8703662108199774,0.8863266857216834,0.9926435885140029,0.8768164333010241,-0.16787541527958916,score_random_forest
2024-08-12,0.015109393540002302,0.0012000000000000001,0.013909393540002302,0.017300120475753425,1.2000000000000002,10,0.8824724769701932,0.8997185444212583,1.0098164421847795,0.8738939475583578,-0.1563010669564019,score_random_forest
2024-08-19,-0.021595650834027157,0.001,-0.022595650834027158,-0.013937801557558497,1.0,10,0.8625324370099356,0.8802885368870377,0.9957418210040483,0.8662209609115423,-0.17536499345649625,score_random_forest
2024-08-26,0.00845461101752113,0.001,0.007454611017521129,-0.017860468094847964,1.0,10,0.8689622808178392,0.8877310340496004,0.9779574059792997,0.8885481877891034,-0.16921766025128349,score_random_forest
2024-09-02,0.027308853772209218,0.0014000000000000002,0.025908853772209216,-0.017061987984047487,1.4000000000000001,10,0.891476097485114,0.9119739510475131,0.9612715084695707,0.9273926145012067,-0.1476930420942002,score_random_forest
2024-09-09,0.0018447322986991366,0.0014000000000000002,0.00044473229869913637,-0.002591570548966459,1.4000000000000001,10,0.8918725656991839,0.9136562988505827,0.9587803055386604,0.9302157757590916,-0.14731399366161346,score_random_forest
2024-09-18,0.08870161593094195,0.001,0.08770161593094195,0.07439333131334065,1.0,10,0.9700912309154774,0.9946990889641131,1.030107166465304,0.9417381632672603,-0.07253205302403565,score_random_forest
2024-09-25,0.21513735682835833,0.0008,0.21433735682835833,0.13967867334122644,0.8,10,1.1780180212322695,1.2086960218034284,1.1739911688764677,1.003430053362033,0.0,score_random_forest
2024-10-09,-0.048687066232107536,0.0012000000000000001,-0.049887066232107535,-0.014269706972650857,1.2000000000000002,10,1.119250158184439,1.1498481585354001,1.1572386589081207,0.9671731492624652,-0.04988706623210759,score_random_forest
2024-10-16,0.0362225811674974,0.0006000000000000001,0.0356225811674974,0.017256680526163918,0.6000000000000001,10,1.1591207377910986,1.1914986267882461,1.1772087567374248,0.9846348246708119,-0.016041591130671606,score_random_forest
2024-10-23,0.04014879567600053,0.0006000000000000001,0.039548795676000524,-0.005634974761743623,0.6000000000000001,10,1.2049625670138138,1.2393358617034027,1.170575215103906,1.0293764565200156,0.0,score_random_forest
2024-10-30,0.0635237765895007,0.001,0.0625237765895007,0.03641371196968656,1.0,10,1.280301377352497,1.318063156101606,1.2132002038255534,1.0553092336412038,0.0,score_random_forest
2024-11-06,0.020485991459199826,0.0012000000000000001,0.019285991459199826,0.016593736387498337,1.2000000000000002,10,1.3049932587813189,1.3450649866601896,1.233331728193094,1.0581040193405333,0.0,score_random_forest
2024-11-13,-0.0412689323993516,0.0008,-0.042068932399351604,-0.021695978225289153,0.8,10,1.250093585596038,1.2895555906529754,1.2065733898736584,1.0360692487399683,-0.04206893239935161,score_random_forest
2024-11-20,-0.03047295847567384,0.001,-0.031472958475673836,-0.02134832915363807,1.0,10,1.2107494420858675,1.2502590166869343,1.1808150639986146,1.0253506065428108,-0.07221785711250484,score_random_forest
2024-11-27,0.011365001359847193,0.0008,0.010565001359847193,0.008142515299530832,0.8,10,1.223541011587939,1.2644682121117425,1.1904298687231398,1.0278144422739615,-0.062415837511256456,score_random_forest
2024-12-04,0.016717308744165917,0.001,0.015717308744165916,0.015758335929486434,1.0,10,1.242771783428216,1.285606717610798,1.2091890624949735,1.0277729281341246,-0.04767953775578049,score_random_forest
2024-12-11,-0.045299939370374645,0.0008,-0.04609993937037465,-0.017051437974539684,0.8,10,1.1854800795609628,1.2273688112488823,1.1885706501963487,0.9973997585798746,-0.09158145332640621,score_random_forest
2024-12-18,0.006117112357345111,0.0004,0.005717112357345111,0.013423357162639352,0.4,10,1.1922576023732072,1.2348767641711929,1.2045252585469648,0.9898153599630146,-0.08638792242757709,score_random_forest
