date,gross_return,cost,net_return,benchmark_return,turnover,n_selected,strategy_nav,gross_nav,benchmark_nav,excess_nav,drawdown,score_col
2024-04-16,-0.017779347619300546,0.001,-0.018779347619300547,0.003257052043431172,1.0,10,0.9812206523806994,0.9822206523806994,1.0032570520434312,0.9780351410260729,0.0,score_xgboost
2024-04-23,0.045188853846394206,0.001,0.044188853846394205,0.03354113751906528,1.0,10,1.0245796683798136,1.0266060778860409,1.0369074347929919,0.9881110251508233,0.0,score_xgboost
2024-04-30,0.011876867046941676,0.0014000000000000002,0.010476867046941675,0.0050714298974818,1.4000000000000001,10,1.0353140533444285,1.0387989417826755,1.0421660381587223,0.9934252464929679,0.0,score_xgboost
2024-05-10,0.0005098427988084242,0.0008,-0.00029015720119157586,0.010507630388796424,0.8,10,1.0350136495163558,1.0393285659425533,1.0531167336914504,0.9828099928565007,-0.000290157201191632,score_xgboost
2024-05-17,-0.023477082905255343,0.0012000000000000001,-0.024677082905255342,-0.018965912397056157,1.2000000000000002,10,1.0094725318791697,1.0149281630341198,1.0331434139763844,0.9770884837700221,-0.02496007987313753,score_xgboost
2024-05-24,0.0003442566268118008,0.0008,-0.00045574337318819925,-0.007065218864642689,0.8,10,1.0090124714623503,1.015277558779982,1.025844029638077,0.9835924783013408,-0.02540444785532936,score_xgboost
2024-05-31,-0.020047726418216873,0.001,-0.021047726418216874,-0.0007354008509647392,1.0,10,0.9877750530104419,0.9949235520430059,1.0250896230657243,0.9635987242328274,-0.045917468405281436,score_xgboost
2024-06-07,-0.024071361021232286,0.0014000000000000002,-0.025471361021232285,-0.00911824899313356,1.4000000000000001,10,0.9626150780274461,0.9709743880332519,1.0157426006423336,0.9476958802542191,-0.07021924901158172,score_xgboost
2024-06-17,-0.03476893645927444,0.001,-0.03576893645927444,-0.013493412632864242,1.0,10,0.9281833604667428,0.9372146412321408,1.002036766603088,0.9262967102627293,-0.10347651761474297,score_xgboost
2024-06-24,0.014129527149603482,0.0004,0.013729527149603482,0.010887412823374177,0.4,10,0.940926879114081,0.9504570409504364,1.012946354545295,0.9289009974634411,-0.09116767412307769,score_xgboost
2024-07-01,-0.05298257217966422,0.0012000000000000001,-0.05418257217966422,-0.02152927791631628,1.2000000000000002,10,0.8899450405706961,0.9000993821746098,0.9911383509639698,0.8979019323640799,-0.14041054721911617,score_xgboost
2024-07-08,0.02882839846238581,0.0014000000000000002,0.02742839846238581,0.025098040790685023,1.4000000000000001,10,0.9143548077530932,0.9260478058196868,1.016013981725676,0.8999431348376554,-0.11683338519417796,score_xgboost
2024-07-15,0.014272070510407598,0.0008,0.013472070510407597,0.015128642122235776,0.8,10,0.9266730601946731,0.9392644254003536,1.0313848936463916,0.8984745325467034,-0.10493530228707582,score_xgboost
2024-07-22,-0.02347155498498371,0.0012000000000000001,-0.02467155498498371,-0.02319522853644016,1.2000000000000002,10,0.9038105948369771,0.9172184287941301,1.0074616853292315,0.897116593115517,-0.1270179401918181,score_xgboost
2024-07-29,-0.01182280674625814,0.0018000000000000002,-0.01362280674625814,-0.001489114072665948,1.8,10,0.8914981577682923,0.9063743325663906,1.005961459955936,0.8862150223999062,-0.1389104060855354,score_xgboost
2024-08-05,-0.014415317273963103,0.0012000000000000001,-0.015615317273963102,-0.01323894798366991,1.2000000000000002,10,0.8775771311855868,0.8933086589934696,0.9926435885140029,0.8840807932878791,-0.15235659329581785,score_xgboost
2024-08-12,0.024316776710252418,0.0008,0.02351677671025242,0.017300120475753425,0.8,10,0.8982149166257021,0.9150310461875487,1.0098164421847795,0.8894833546999661,-0.1324227525704379,score_xgboost
2024-08-19,-0.027343812570080138,0.0014000000000000002,-0.028743812570080136,-0.013937801557558497,1.4000000000000001,10,0.8723967954145627,0.8900106087647921,0.9957418210040483,0.8761275031462357,-0.1573602303606193,score_xgboost
2024-08-26,0.003818488535989406,0.0008,0.0030184885359894062,-0.017860468094847964,0.8,10,0.8750301151403554,0.8934091040712693,0.9779574059792997,0.8947527875860036,-0.1548167318759941,score_xgboost
2024-09-02,0.01325685533229538,0.0014000000000000002,0.01185685533229538,-0.017061987984047487,1.4000000000000001,10,0.8854052206269764,0.9052528993164977,0.9612715084695707,0.9210771491985857,-0.14479551613657127,score_xgboost
2024-09-09,-0.008591359628741047,0.0016,-0.010191359628741048,-0.002591570548966459,1.6,10,0.876381737606402,0.8974755461035091,0.9587803055386604,0.9140589690294427,-0.15351121258773526,score_xgboost
2024-09-18,0.08971031912389045,0.0008,0.08891031912389045,0.07439333131334065,0.8,10,0.9543011175713368,0.9779883637503427,1.030107166465304,0.9264095510042056,-0.07824962436411576,score_xgboost
2024-09-25,0.18198971160921024,0.001,0.18098971160921024,0.13967867334122644,1.0,10,1.1270198016289201,1.155972184026431,1.1739911688764677,0.9599900165411805,0.0,score_xgboost
2024-10-09,-0.0544028002565529,0.0014000000000000002,-0.0558028002565529,-0.014269706972650857,1.4000000000000001,10,1.0641289407534416,1.0930840601967098,1.1572386589081207,0.9195414727654102,-0.05580280025655293,score_xgboost
2024-10-16,0.04562260094200221,0.0012000000000000001,0.04442260094200221,0.017256680526163918,1.2000000000000002,10,1.111400316039367,1.1429533980711277,1.1772087567374248,0.9440979008001584,-0.013859104841793979,score_xgboost
2024-10-23,0.015639698298349537,0.0006000000000000001,0.015039698298349537,-0.005634974761743623,0.6000000000000001,10,1.1281154414812895,1.1608288443860335,1.170575215103906,0.9637274281269935,0.0,score_xgboost
2024-10-30,0.06325219776459981,0.0008,0.06245219776459981,0.03641371196968656,0.8,10,1.1985687301339778,1.2342538200219908,1.2132002038255534,0.987939769837296,0.0,score_xgboost
2024-11-06,0.005403937448373852,0.0016,0.0038039374483738522,0.016593736387498337,1.6,10,1.2031280106109843,1.240923650460806,1.233331728193094,0.9755104673854779,0.0,score_xgboost
2024-11-13,-0.024196454465459195,0.001,-0.025196454465459196,-0.021695978225289153,1.0,10,1.1728134504755061,1.2108976978573198,1.2065733898736584,0.9720199867811711,-0.02519645446545915,score_xgboost
2024-11-20,-0.014697465883281247,0.001,-0.015697465883281247,-0.02134832915363807,1.0,10,1.1544032513492135,1.193100570254918,1.1808150639986146,0.9776325578368197,-0.04049839986438919,score_xgboost
2024-11-27,0.008271182893013918,0.001,0.007271182893013918,0.008142515299530832,1.0,10,1.1627971285220635,1.2029689232812557,1.1904298687231398,0.9767875950300917,-0.03352168824366375,score_xgboost
2024-12-04,0.021875834542934746,0.0006000000000000001,0.021275834542934746,0.015758335929486434,0.6000000000000001,10,1.1875366078354985,1.229284872407249,1.2091890624949735,0.9820934084411924,-0.012959055593401048,score_xgboost
2024-12-11,-0.03985833711305277,0.001,-0.04085833711305277,-0.017051437974539684,1.0,10,1.1390158367784646,1.1802876215548648,1.1885706501963487,0.9583072210224123,-0.05328790724435184,score_xgboost
2024-12-18,0.0146213709691988,0.0006000000000000001,0.0140213709691988,0.013423357162639352,0.6000000000000001,10,1.1549864003657278,1.1975450447199718,1.2045252585469648,0.9588727111949512,-0.04001370579079844,score_xgboost
