date,factor,ic,rank_ic
2021-07-26,turnover_mean_5,0.20120635553714072,0.23793051996925849
2021-07-26,turnover_mean_20,0.27471794661931115,0.2236736798046239
2021-07-26,turnover_mean_60,0.18399014466172567,0.1943054029669133
2021-07-26,corr_ret_volume_10,0.07010182537176032,0.16151874009543676
2021-07-26,corr_ret_volume_20,0.2849982904793217,0.2857879244419805
2021-07-26,corr_close_volume_20,0.18412426970865062,0.1998128026879805
2021-07-26,corr_ret_amount_20,0.2751969149695311,0.2797514887871162
2021-07-26,volume_chg_5_20,-0.0895801287128575,-0.002116143735188388
2021-07-26,amount_chg_5_20,-0.03030332316258319,0.06679417789786937
2021-07-26,turnover_chg_5_20,-0.07510139698240217,0.026573881905346486
2021-07-26,close_to_high_20,0.03975237669623127,0.15696142434046745
2021-07-26,close_to_low_20,0.23886883194121578,0.34738787623671513
2021-07-26,close_position_20,0.24560639823163624,0.35289529463462627
2021-07-26,close_position_60,0.3363307593192005,0.36949894024803326
2021-07-26,ret_20_div_vol_20,0.25396383025007696,0.2501933016141963
2021-07-26,ret_60_div_vol_60,0.23511710936035282,0.24678396956462487
2021-07-27,ret_1,-0.1759718141807391,-0.2687873033098209
2021-07-27,ret_3,-0.12657347184417084,-0.13678784590341833
2021-07-27,ret_5,-0.04737992521338287,-0.07483747571080646
2021-07-27,ret_10,0.059995840812699916,-0.03609603906673901
2021-07-27,ret_20,0.052386192057574145,-0.0614758545849159
2021-07-27,ret_60,0.1214972115154591,0.09568868980963047
2021-07-27,ret_120,-0.02276448332113386,-0.15138577827547592
2021-07-27,volatility_5,0.3657832217492383,0.29148128052088984
2021-07-27,volatility_10,0.3083029760567544,0.26942485078676076
2021-07-27,volatility_20,0.28704992055585354,0.25255018990775907
2021-07-27,volatility_60,0.24100385938616584,0.174023331524688
2021-07-27,amplitude_5,0.26892373718172047,0.2523331524688009
2021-07-27,amplitude_10,0.32109091336311246,0.26489419424850785
2021-07-27,amplitude_20,0.2360739180395411,0.2288931090613131
2021-07-27,volume_mean_5,-0.012053330155369753,0.05366250678241997
2021-07-27,volume_mean_20,-0.05511906782284427,0.0057514921323928376
2021-07-27,volume_mean_60,-0.08996308597317135,-0.03875474769397721
2021-07-27,amount_mean_5,0.30919372938679207,0.3339256646771568
2021-07-27,amount_mean_20,0.2844421415442883,0.31131307650569723
2021-07-27,amount_mean_60,0.2645743492586944,0.2953879544221378
2021-07-27,turnover_mean_5,0.08557778338598743,0.2497422680412371
2021-07-27,turnover_mean_20,0.11507251071463478,0.22434888768312533
2021-07-27,turnover_mean_60,0.06796900161848315,0.17783505154639176
2021-07-27,corr_ret_volume_10,0.1454275194328483,0.1224633749321758
2021-07-27,corr_ret_volume_20,0.1430610756217712,0.10552088985349972
2021-07-27,corr_close_volume_20,0.06115655919490207,-0.011828540423223007
2021-07-27,corr_ret_amount_20,0.15843379279329814,0.11436516549104721
2021-07-27,volume_chg_5_20,0.16573139626336061,0.20260444926749865
2021-07-27,amount_chg_5_20,0.17998322212919357,0.19376017362995118
2021-07-27,turnover_chg_5_20,0.15089827806864436,0.18313890396093324
2021-07-27,close_to_high_20,-0.18589691215633514,-0.14359739555073253
2021-07-27,close_to_low_20,0.14788884087745582,0.18233251353255575
2021-07-27,close_position_20,0.18329802496340725,0.13327273461048406
2021-07-27,close_position_60,0.2476189659489732,0.2079749311660501
2021-07-27,ret_20_div_vol_20,0.1622525022322926,0.11196418882257188
2021-07-27,ret_60_div_vol_60,0.133536264549248,0.10748880179171333
2021-07-28,ret_1,-0.21434797547601703,-0.2789255924479139
2021-07-28,ret_3,0.029760568413288238,0.052061855670103095
2021-07-28,ret_5,0.05963852257147485,0.06021432447097124
2021-07-28,ret_10,0.31020132516589183,0.16033640803038524
2021-07-28,ret_20,0.2760956544370917,0.24354313619099294
2021-07-28,ret_60,0.2622002633054445,0.247956326987682
2021-07-28,ret_120,-0.018087925336856128,-0.08790593505039195
2021-07-28,volatility_5,0.29259578341051823,0.22046934346174715
2021-07-28,volatility_10,0.31597699309673466,0.237194791101465
2021-07-28,volatility_20,0.3298422376377803,0.285119370591427
2021-07-28,volatility_60,0.3175474871026837,0.24762615301139448
2021-07-28,amplitude_5,0.2319665211258457,0.19641888225718934
2021-07-28,amplitude_10,0.24921775174984626,0.19470971242539337
2021-07-28,amplitude_20,0.2883995370603497,0.20808464460119366
2021-07-28,volume_mean_5,0.15643114809986214,0.25606348345089525
2021-07-28,volume_mean_20,0.12372311320115645,0.21446011937059142
2021-07-28,volume_mean_60,0.07951823518842414,0.18351871947911014
2021-07-28,amount_mean_5,0.28740120980447564,0.3024552360282149
2021-07-28,amount_mean_20,0.25726035154462723,0.2828269126424308
2021-07-28,amount_mean_60,0.2104542616721718,0.2546934346174715
2021-07-28,turnover_mean_5,0.2987536515453081,0.41144872490504614
2021-07-28,turnover_mean_20,0.3324778900603998,0.39281063483450895
2021-07-28,turnover_mean_60,0.2580038658863224,0.376098752034726
2021-07-28,corr_ret_volume_10,0.32062804792481336,0.2822707542051004
2021-07-28,corr_ret_volume_20,0.35131307860680305,0.36832609875203476
2021-07-28,corr_close_volume_20,0.3417019197285297,0.3139989148128052
2021-07-28,corr_ret_amount_20,0.3325370340563766,0.3678377645143787
2021-07-28,volume_chg_5_20,0.06578787989187813,0.11501627780792188
2021-07-28,amount_chg_5_20,0.14861474637358502,0.15244167118827998
2021-07-28,turnover_chg_5_20,0.06418261682829166,0.10731144872490506
2021-07-28,close_to_high_20,-0.06408593924980058,-0.04102007596310364
2021-07-28,close_to_low_20,0.3201056431001358,0.3385606736405129
2021-07-28,close_position_20,0.35553872167657513,0.30352031542384245
2021-07-28,close_position_60,0.41294834574874495,0.3486010786418115
2021-07-28,ret_20_div_vol_20,0.3612408713435577,0.29773467173087353
2021-07-28,ret_60_div_vol_60,0.275296837614125,0.27746360582306834
2021-07-29,ret_1,0.3161497093032013,0.2823882210933252
2021-07-29,ret_3,0.1464832879905846,0.09209482149969875
2021-07-29,ret_5,0.1443397452040031,0.21144304768911457
2021-07-29,ret_10,0.24521879639794786,0.22961304995060405
2021-07-29,ret_20,0.12311247231209094,0.17821412836239392
2021-07-29,ret_60,0.13387814614795285,0.15473340893745677
2021-07-29,ret_120,-0.08041687351114164,-0.06427861532846044
2021-07-29,volatility_5,0.2545425018772546,0.2108522400914078
2021-07-29,volatility_10,0.22404003903208192,0.19206429963227056
2021-07-29,volatility_20,0.21452418835773468,0.17128904272745563
2021-07-29,volatility_60,0.18197219737276443,0.11289042635446944
2021-07-29,amplitude_5,0.17982255498483388,0.12384440608064512
2021-07-29,amplitude_10,0.12362849691519133,0.08785566525891869
2021-07-29,amplitude_20,0.12561466805018828,0.10179401097860354
2021-07-29,volume_mean_5,0.04995842626793427,0.1384610167988548
2021-07-29,volume_mean_20,0.022172345445182703,0.10842744266417619
2021-07-29,volume_mean_60,-0.02139034579177277,0.09307152309757448
2021-07-29,amount_mean_5,0.19841764824702846,0.20407637275614496
2021-07-29,amount_mean_20,0.20966023364034755,0.1843049480491467
2021-07-29,amount_mean_60,0.19591607528743776,0.165503442290039
2021-07-29,turnover_mean_5,0.13798617600362634,0.28023196679051066
2021-07-29,turnover_mean_20,0.1743822777536967,0.26037915028368946
2021-07-29,turnover_mean_60,0.12317924934769517,0.24376844046981685
2021-07-29,corr_ret_volume_10,0.25635079832202384,0.22652016155733093
2021-07-29,corr_ret_volume_20,0.23230361469780939,0.2770644692473998
2021-07-29,corr_close_volume_20,0.19473328801987583,0.14956421482470594
2021-07-29,corr_ret_amount_20,0.23477461443045056,0.2816698885873833
2021-07-29,volume_chg_5_20,-0.00848303982750495,0.05489198633061291
2021-07-29,amount_chg_5_20,0.022293112971851253,0.06276664296348596
2021-07-29,turnover_chg_5_20,-0.013107623410876929,0.04641367384905277
2021-07-29,close_to_high_20,0.09089724199200844,0.12957574531817978
2021-07-29,close_to_low_20,0.1607959880085677,0.25402047036791825
2021-07-29,close_position_20,0.2965427336551917,0.2687932824279788
2021-07-29,close_position_60,0.284208131058874,0.23340093471016624
2021-07-29,ret_20_div_vol_20,0.23569227001742837,0.2645030014747203
2021-07-29,ret_60_div_vol_60,0.15394165564464793,0.16514788842447214
2021-07-30,ret_1,-0.4264685194492325,-0.286279205231137
2021-07-30,ret_3,-0.3473653267923164,-0.17323475587568019
2021-07-30,ret_5,-0.3583297290500196,-0.302516449179927
2021-07-30,ret_10,-0.3006507884635907,-0.14151800887197302
2021-07-30,ret_20,-0.2574297986667672,-0.10309977640212759
2021-07-30,ret_60,-0.24957326366609334,-0.08921397096116805
2021-07-30,ret_120,-0.3796637131282437,-0.2619900891639928
2021-07-30,volatility_5,0.035821083865388445,0.11903954446429864
2021-07-30,volatility_10,0.07020096525342973,0.14086685238943328
2021-07-30,volatility_20,0.057329317187979685,0.10559587625186331
2021-07-30,volatility_60,0.04624179098193942,0.06656718457963685
2021-07-30,amplitude_5,0.03479452934195848,0.13421962996350664
2021-07-30,amplitude_10,0.0018150484038720605,0.13780145793194756
2021-07-30,amplitude_20,-0.09033378873089346,0.030821406840214987
2021-07-30,volume_mean_5,-0.022745051946779754,0.03786203630767607
2021-07-30,volume_mean_20,-0.05207543829676531,0.020931967761642484
2021-07-30,volume_mean_60,-0.07964040122943569,0.001030997764021276
2021-07-30,amount_mean_5,0.032441659542053414,0.08732279746059149
2021-07-30,amount_mean_20,0.07180588383185349,0.08479956609074994
2021-07-30,amount_mean_60,0.11621679566537146,0.08326663520477094
2021-07-30,turnover_mean_5,-0.03308282471786465,0.17164756194948955
2021-07-30,turnover_mean_20,-0.039573071144774076,0.16212439839234563
2021-07-30,turnover_mean_60,-0.014826207263452237,0.15091908058864073
2021-07-30,corr_ret_volume_10,0.06221782003602851,0.024676117536246062
2021-07-30,corr_ret_volume_20,0.06936075367733639,0.09771416966112172
2021-07-30,corr_close_volume_20,0.0691350947913633,0.03509462125688212
2021-07-30,corr_ret_amount_20,0.09738260036516141,0.1366614667730307
2021-07-30,volume_chg_5_20,-0.016178130995938112,0.10985552490847754
2021-07-30,amount_chg_5_20,-0.06503710258050056,0.08059418047434737
2021-07-30,turnover_chg_5_20,-0.015230294945301454,0.10985552490847754
2021-07-30,close_to_high_20,-0.3016673574642783,-0.22260055670822523
2021-07-30,close_to_low_20,-0.26807534239158914,0.03190677584720818
2021-07-30,close_position_20,-0.15703794138343713,-0.0076239830043073956
2021-07-30,close_position_60,-0.13501232214029296,0.004530979223200481
2021-07-30,ret_20_div_vol_20,-0.10158093461909701,0.08492165793122614
2021-07-30,ret_60_div_vol_60,-0.15965504011564288,-0.03265906076453869
2021-08-02,ret_1,0.35301910147617466,0.3044977770560681
2021-08-02,ret_3,-0.09974670405510541,0.02437610002760906
2021-08-02,ret_5,-0.24272234008888266,-0.12109332609875205
2021-08-02,ret_10,-0.31149227306856353,-0.21524688008681497
2021-08-02,ret_20,-0.27902372499268835,-0.22139175257731958
2021-08-02,ret_60,-0.43539833783251053,-0.3765397536394177
2021-08-02,ret_120,-0.36016317960758626,-0.276511758118701
2021-08-02,volatility_5,0.0471588459950508,0.08700488334237656
2021-08-02,volatility_10,0.02971811563415245,0.08739826370048834
2021-08-02,volatility_20,-0.04255257320462176,0.0361096039066739
2021-08-02,volatility_60,-0.13044336237393941,-0.06455507325013565
2021-08-02,amplitude_5,-0.18789039879933,-0.033857955297113086
2021-08-02,amplitude_10,-0.12385762913078567,0.014405860010851873
2021-08-02,amplitude_20,-0.12821334752135471,0.015992946283233857
2021-08-02,volume_mean_5,0.018544255201312296,0.10070537167661422
2021-08-02,volume_mean_20,-0.003525034638989115,0.1070130222463375
2021-08-02,volume_mean_60,-0.023925940163929876,0.09772110689093867
2021-08-02,amount_mean_5,-0.1845352140623585,-0.026153011394465544
2021-08-02,amount_mean_20,-0.12798602507528697,0.005208898534997287
2021-08-02,amount_mean_60,-0.08191073978743238,0.008098209441128594
2021-08-02,turnover_mean_5,-0.22228385408470436,-0.02830982094411286
2021-08-02,turnover_mean_20,-0.19543400874816516,-0.014202387411828539
2021-08-02,turnover_mean_60,-0.18704596628511366,-0.03981280520889853
2021-08-02,corr_ret_volume_10,-0.04501267728442167,-0.09508952794357027
2021-08-02,corr_ret_volume_20,-0.03752717159657773,-0.0355127509495388
2021-08-02,corr_close_volume_20,-0.061486164213566216,-0.10638903960933262
2021-08-02,corr_ret_amount_20,-0.008320230159567017,-0.01508410200759631
2021-08-02,volume_chg_5_20,-0.0443598778924578,-0.03149755832881172
2021-08-02,amount_chg_5_20,-0.147126942775602,-0.11501627780792188
2021-08-02,turnover_chg_5_20,-0.03926780551046054,-0.03216223548562127
2021-08-02,close_to_high_20,-0.15937515470747107,-0.12403689636462291
2021-08-02,close_to_low_20,-0.227075656234626,-0.016508410200759632
2021-08-02,close_position_20,-0.11423298087867689,-0.09346174715138361
2021-08-02,close_position_60,-0.2759931506394224,-0.1968665219750407
2021-08-02,ret_20_div_vol_20,-0.17706864026590208,-0.09418068366793271
2021-08-02,ret_60_div_vol_60,-0.3696977332630572,-0.2714025755879059
2021-08-03,ret_1,-0.05025088048289561,-0.10964534485448219
2021-08-03,ret_3,-0.0013336461908003139,-0.0713968372805513
2021-08-03,ret_5,-0.09861019250027185,-0.048731852726313606
2021-08-03,ret_10,-0.18517481604159503,-0.18035194096665347
2021-08-03,ret_20,-0.08484902740294545,-0.1295989202358247
2021-08-03,ret_60,-0.20424116016876587,-0.2517436021278087
2021-08-03,ret_120,-0.17436073544053904,-0.1785700537876758
2021-08-03,volatility_5,0.12469784589167208,0.21984610637031723
2021-08-03,volatility_10,0.1180327591801259,0.28923049793471367
2021-08-03,volatility_20,0.13182120543812478,0.2817969404415975
2021-08-03,volatility_60,0.03370669662442939,0.18441462430458833
2021-08-03,amplitude_5,-0.04835672185220234,0.12673672930325625
2021-08-03,amplitude_10,0.04562525617642559,0.21595976654955484
2021-08-03,amplitude_20,0.10676889165407859,0.22942969828434384
2021-08-03,volume_mean_5,0.10891205273828114,0.13901973351861516
2021-08-03,volume_mean_20,0.07708403811265784,0.1715076353361576
2021-08-03,volume_mean_60,0.03497534472488821,0.14890853536620952
2021-08-03,amount_mean_5,-0.04268433688611167,0.17679115840836332
2021-08-03,amount_mean_20,-0.02454854122752423,0.19404569331939212
2021-08-03,amount_mean_60,-0.06414954597958929,0.17674368130758614
2021-08-03,turnover_mean_5,0.004629412745885519,0.1927570291554395
2021-08-03,turnover_mean_20,0.018972276813956596,0.21430485046532094
2021-08-03,turnover_mean_60,-0.041416771823137674,0.21155796106321142
2021-08-03,corr_ret_volume_10,-0.1368190638370179,-0.15504664625240488
2021-08-03,corr_ret_volume_20,-0.12731123978614617,-0.11326001512549909
2021-08-03,corr_close_volume_20,-0.10479640484529862,-0.13307831347849677
2021-08-03,corr_ret_amount_20,-0.1472686148359837,-0.13135557296458117
2021-08-03,volume_chg_5_20,-0.07058882644405828,-0.06812285717231648
2021-08-03,amount_chg_5_20,-0.11238604026406432,-0.06429755933826764
2021-08-03,turnover_chg_5_20,-0.06005484333866348,-0.047612749636565276
2021-08-03,close_to_high_20,-0.21333224432558207,-0.22570613709481754
2021-08-03,close_to_low_20,-0.005997454671675159,0.08505183482087302
2021-08-03,close_position_20,-0.08445582034593942,-0.0534933090973216
2021-08-03,close_position_60,-0.19366898134971638,-0.13674761512427766
2021-08-03,ret_20_div_vol_20,-0.06232127861650328,-0.012520389719244945
2021-08-03,ret_60_div_vol_60,-0.18158898398094858,-0.13552679005818585
2021-08-04,ret_1,-0.33607622931341063,-0.3811035373711205
2021-08-04,ret_3,-0.13210452525019822,-0.1616243146385731
2021-08-04,ret_5,-0.38308336537215293,-0.39698860553445464
2021-08-04,ret_10,-0.3892072262726545,-0.4044492674986435
2021-08-04,ret_20,-0.4428105701936736,-0.43752034725990235
2021-08-04,ret_60,-0.4930693254904988,-0.573530235162374
2021-08-04,ret_120,-0.29359162897243557,-0.3152995520716685
2021-08-04,volatility_5,-0.26848276993184,-0.2319858925664677
2021-08-04,volatility_10,-0.18721922435866478,-0.12774009766684752
2021-08-04,volatility_20,-0.19425081125018057,-0.12506782419967447
2021-08-04,volatility_60,-0.25403392413207504,-0.20884427563754746
2021-08-04,amplitude_5,-0.25909021050065195,-0.21644058600108518
2021-08-04,amplitude_10,-0.12954345356191904,-0.07109332609875203
2021-08-04,amplitude_20,-0.14846171257481144,-0.08258274552360283
2021-08-04,volume_mean_5,-0.04841830084892605,-0.007731958762886598
2021-08-04,volume_mean_20,-0.06115827153574725,0.028472599023331525
2021-08-04,volume_mean_60,-0.07598106141792643,0.03577048290830168
2021-08-04,amount_mean_5,-0.3600715978763011,-0.2350108518719479
2021-08-04,amount_mean_20,-0.32764088410698666,-0.21871947911014653
2021-08-04,amount_mean_60,-0.3101930896782912,-0.2068773738469886
2021-08-04,turnover_mean_5,-0.30425082651634183,-0.2681361909929463
2021-08-04,turnover_mean_20,-0.2752867823456494,-0.22966630493760173
2021-08-04,turnover_mean_60,-0.2595978147989198,-0.2260037981551818
2021-08-04,corr_ret_volume_10,-0.3429776164463091,-0.36561313076505697
2021-08-04,corr_ret_volume_20,-0.33204357821567765,-0.34019262072707546
2021-08-04,corr_close_volume_20,-0.22278857334525742,-0.23410200759631034
2021-08-04,corr_ret_amount_20,-0.33497917769368357,-0.3330982094411286
2021-08-04,volume_chg_5_20,-0.11124000795951092,-0.0792186652197504
2021-08-04,amount_chg_5_20,-0.21418197663776928,-0.18826641345632122
2021-08-04,turnover_chg_5_20,-0.10751060768579192,-0.07528486163863267
2021-08-04,close_to_high_20,-0.40560894048899526,-0.35554801953336956
2021-08-04,close_to_low_20,-0.38912912620370266,-0.3505290287574607
2021-08-04,close_position_20,-0.4317585428584948,-0.4160214867817153
2021-08-04,close_position_60,-0.5219608437884307,-0.5023602821486707
2021-08-04,ret_20_div_vol_20,-0.4156062564301601,-0.3866793271839392
2021-08-04,ret_60_div_vol_60,-0.4865429022904921,-0.48924972004479284
2021-08-05,ret_1,-0.08483722309638994,-0.06203022932292916
2021-08-05,ret_3,-0.22849559286913362,-0.11022788931090614
2021-08-05,ret_5,-0.23657172023539497,-0.21197775366250676
2021-08-05,ret_10,-0.47941887346254747,-0.4469886055344547
2021-08-05,ret_20,-0.3787287986833525,-0.3333197683400581
2021-08-05,ret_60,-0.5092735671328193,-0.46270996640537515
2021-08-05,ret_120,-0.21393495425405318,-0.23906774916013437
2021-08-05,volatility_5,-0.20512567393303,-0.15271296798697773
2021-08-05,volatility_10,-0.16212961024946362,-0.1097802495930548
2021-08-05,volatility_20,-0.1624416037291247,-0.1024145415084102
2021-08-05,volatility_60,-0.23852266801670635,-0.19038252848616385
2021-08-05,amplitude_5,-0.2429032971233348,-0.198534997287032
2021-08-05,amplitude_10,-0.14798660679219963,-0.07805208898534997
2021-08-05,amplitude_20,-0.14447954059267948,-0.10173629951166577
2021-08-05,volume_mean_5,0.06399138038878521,0.1096446011937059
2021-08-05,volume_mean_20,0.04834778080817194,0.13027672273467172
2021-08-05,volume_mean_60,0.01715153337298376,0.1266006511123169
2021-08-05,amount_mean_5,-0.3812137919581694,-0.24753119913185026
2021-08-05,amount_mean_20,-0.3599926065761263,-0.22362995116657625
2021-08-05,amount_mean_60,-0.3291800335573849,-0.23857840477482364
2021-08-05,turnover_mean_5,-0.28562946533511635,-0.2410607704829083
2021-08-05,turnover_mean_20,-0.25520202244622303,-0.22177156809549647
2021-08-05,turnover_mean_60,-0.24090705430478504,-0.21070265870862726
2021-08-05,corr_ret_volume_10,-0.25301568623261356,-0.2751085187194791
2021-08-05,corr_ret_volume_20,-0.2029633844626199,-0.23402061855670103
2021-08-05,corr_close_volume_20,-0.15525886234138664,-0.1819858925664677
2021-08-05,corr_ret_amount_20,-0.19824374772947317,-0.22645143787303312
2021-08-05,volume_chg_5_20,-0.0695507083186625,-0.057555615843733046
2021-08-05,amount_chg_5_20,-0.16381757804814684,-0.18263700488334236
2021-08-05,turnover_chg_5_20,-0.0695544125992246,-0.05800325556158437
2021-08-05,close_to_high_20,-0.3529797528230684,-0.3199131850244167
2021-08-05,close_to_low_20,-0.36113009327286577,-0.30076743342357365
2021-08-05,close_position_20,-0.40761583442734967,-0.34241957691764885
2021-08-05,close_position_60,-0.5116448857452683,-0.43216223548562127
2021-08-05,ret_20_div_vol_20,-0.33733238051720726,-0.2642466664196782
2021-08-05,ret_60_div_vol_60,-0.46508874166549374,-0.37905935050391937
2021-08-06,ret_1,0.23380221880481372,0.17092428652125502
2021-08-06,ret_3,-0.25069111761918017,-0.13393744346945996
2021-08-06,ret_5,-0.05845493939824982,0.03330586132005448
2021-08-06,ret_10,-0.5208449362355919,-0.4453691175049942
2021-08-06,ret_20,-0.34668927475507005,-0.28150529539396607
2021-08-06,ret_60,-0.5133885398092539,-0.4776122536852232
2021-08-06,ret_120,-0.23983487324545374,-0.3106953761755313
2021-08-06,volatility_5,-0.2502576825352091,-0.1112727593358248
2021-08-06,volatility_10,-0.18694640770239337,-0.08497044550525494
2021-08-06,volatility_20,-0.16297692739525446,-0.0663187273427828
2021-08-06,volatility_60,-0.24196509125703852,-0.15210306600421836
2021-08-06,amplitude_5,-0.12254632892371478,-0.06374818145784573
2021-08-06,amplitude_10,-0.21749356955269025,-0.10282861784045103
2021-08-06,amplitude_20,-0.16449797719722928,-0.06732931134504039
2021-08-06,volume_mean_5,-0.01987265946047568,-0.0314094933856031
2021-08-06,volume_mean_20,-0.04662063894527081,-0.00962428657183563
2021-08-06,volume_mean_60,-0.0731776697806788,-0.0201981151592153
2021-08-06,amount_mean_5,-0.3915270784702127,-0.21370799548412184
2021-08-06,amount_mean_20,-0.39072695212324615,-0.20249661725773405
2021-08-06,amount_mean_60,-0.3588267873749599,-0.2091162815946696
2021-08-06,turnover_mean_5,-0.35211432732595677,-0.20924514801106486
2021-08-06,turnover_mean_20,-0.3349510879505137,-0.19480532693182734
2021-08-06,turnover_mean_60,-0.31904501718023276,-0.19650093767387028
2021-08-06,corr_ret_volume_10,-0.2673192579600773,-0.23939310700458805
2021-08-06,corr_ret_volume_20,-0.17498724792517048,-0.1284730347031082
2021-08-06,corr_close_volume_20,-0.1836010569878155,-0.21166648015070216
2021-08-06,corr_ret_amount_20,-0.16454541627415645,-0.11068946924056201
2021-08-06,volume_chg_5_20,-0.04418377266601668,-0.021113744959918482
2021-08-06,amount_chg_5_20,-0.14389489907045594,-0.13976580224511406
2021-08-06,turnover_chg_5_20,-0.040419665338484845,-0.012330481316136135
2021-08-06,close_to_high_20,-0.2578168747570735,-0.2607917145691697
2021-08-06,close_to_low_20,-0.3635785337068168,-0.1945143415242914
2021-08-06,close_position_20,-0.3263238889042717,-0.2429072362129423
2021-08-06,close_position_60,-0.459363341078992,-0.36414936296113815
2021-08-06,ret_20_div_vol_20,-0.28562027725903694,-0.23243432051924387
2021-08-06,ret_60_div_vol_60,-0.45558169868534654,-0.37669504722741576
2021-08-09,ret_1,0.4496512415569678,0.32131447775115846
2021-08-09,ret_3,0.4232777986473229,0.2959010982876184
2021-08-09,ret_5,0.16722664079700827,0.11306152627600945
2021-08-09,ret_10,-0.37016805784704043,-0.2484552516096233
2021-08-09,ret_20,-0.3029167880206846,-0.21530165848173058
2021-08-09,ret_60,-0.40182069599526987,-0.3692248471202319
2021-08-09,ret_120,-0.1376427246700928,-0.08464041999933586
2021-08-09,volatility_5,-0.3156975475234558,-0.19896903731725313
2021-08-09,volatility_10,-0.26794139067929934,-0.18470512439827635
2021-08-09,volatility_20,-0.21776302006617454,-0.1409434666934556
2021-08-09,volatility_60,-0.2267610761048181,-0.1562519077101606
2021-08-09,amplitude_5,-0.2886408524278761,-0.173513751922617
2021-08-09,amplitude_10,-0.3623786171149419,-0.24678671971325228
2021-08-09,amplitude_20,-0.23616095712328442,-0.14088242284358837
2021-08-09,volume_mean_5,-0.023046781518614702,0.0035608912422552545
2021-08-09,volume_mean_20,0.03560198192105852,0.01621731611472822
2021-08-09,volume_mean_60,0.06834644460866035,0.019330552457957097
2021-08-09,amount_mean_5,-0.46270248839481504,-0.311160850723242
2021-08-09,amount_mean_20,-0.40344866555141906,-0.28360972648316424
2021-08-09,amount_mean_60,-0.33549181509912396,-0.27856343489413965
2021-08-09,turnover_mean_5,-0.3543978460583858,-0.2532641504491642
2021-08-09,turnover_mean_20,-0.2903097987338473,-0.23117984209719636
2021-08-09,turnover_mean_60,-0.22958747895815684,-0.2340353377409858
2021-08-09,corr_ret_volume_10,-0.111878529886169,-0.09183029815027408
2021-08-09,corr_ret_volume_20,-0.11718527279406567,-0.08877810565691244
2021-08-09,corr_close_volume_20,-0.15448832143365948,-0.1865432225442786
2021-08-09,corr_ret_amount_20,-0.10216366506571284,-0.07700342528252173
2021-08-09,volume_chg_5_20,-0.18069386601530607,-0.16938990073158613
2021-08-09,amount_chg_5_20,-0.25332223796701014,-0.23948180567914007
2021-08-09,turnover_chg_5_20,-0.17680724880793863,-0.16277681699596924
2021-08-09,close_to_high_20,-0.04332495331321323,-0.09214230004959549
2021-08-09,close_to_low_20,-0.3160122549084067,-0.19647302212268183
2021-08-09,close_position_20,-0.21044864699407856,-0.18692983359343776
2021-08-09,close_position_60,-0.35543661517619385,-0.30297419219104754
2021-08-09,ret_20_div_vol_20,-0.27945825636104016,-0.23586665323700282
2021-08-09,ret_60_div_vol_60,-0.39239198924403074,-0.33502012268983794
2021-08-10,ret_1,-0.07263387550198008,-0.12417535842409266
2021-08-10,ret_3,0.28350571671301494,0.11250466345286854
2021-08-10,ret_5,0.10581704497485367,-0.009584371991849739
2021-08-10,ret_10,-0.2926400629273212,-0.31515973754924054
2021-08-10,ret_20,-0.33148235232484496,-0.1843315475989618
2021-08-10,ret_60,-0.3319588355497633,-0.3193812564693314
2021-08-10,ret_120,-0.04837040235258409,0.027563519350782977
2021-08-10,volatility_5,-0.255042280909702,-0.3119310866566476
2021-08-10,volatility_10,-0.3728834408659269,-0.3487214279201437
2021-08-10,volatility_20,-0.3505509549220735,-0.3553008215458058
2021-08-10,volatility_60,-0.3753231527427857,-0.393135726333376
2021-08-10,amplitude_5,-0.3227785429615274,-0.34452960806379396
2021-08-10,amplitude_10,-0.4373699212523242,-0.38229119760299746
2021-08-10,amplitude_20,-0.400309279349605,-0.35493454602437713
2021-08-10,volume_mean_5,-0.03355961930209348,0.09538085893202093
2021-08-10,volume_mean_20,0.005815435737701262,0.08949331906905734
2021-08-10,volume_mean_60,0.03681470856545402,0.11346401708255201
2021-08-10,amount_mean_5,-0.5270765302813296,-0.49147392095693165
2021-08-10,amount_mean_20,-0.5207403995546791,-0.4902394367921167
2021-08-10,amount_mean_60,-0.46651422049446334,-0.48511157949211614
2021-08-10,turnover_mean_5,-0.3547430752071611,-0.33070609856987715
2021-08-10,turnover_mean_20,-0.327487237038693,-0.3186461378828388
2021-08-10,turnover_mean_60,-0.2864555193413711,-0.2999660862899796
2021-08-10,corr_ret_volume_10,-0.01054135348139603,-0.0035270976137569965
2021-08-10,corr_ret_volume_20,-0.09652998559074344,-0.10490402248916482
2021-08-10,corr_close_volume_20,-0.02380810554559624,-0.022668385048415157
2021-08-10,corr_ret_amount_20,-0.08948405828983161,-0.10096995207382048
2021-08-10,volume_chg_5_20,-0.07579968182876202,-0.14282032183705254
2021-08-10,amount_chg_5_20,-0.14875947631975603,-0.18685477896880331
2021-08-10,turnover_chg_5_20,-0.07245928948123581,-0.14026995894710517
2021-08-10,close_to_high_20,0.11938437518060488,0.09923353478704781
2021-08-10,close_to_low_20,-0.3947618682873585,-0.38185709180915794
2021-08-10,close_position_20,-0.15878401228213435,-0.18144204070769165
2021-08-10,close_position_60,-0.2982160891782585,-0.29265414162146036
2021-08-10,ret_20_div_vol_20,-0.3305979613592569,-0.2638947303092879
