model,total_return,annual_return,annual_volatility,sharpe,max_drawdown,turnover,benchmark_annual_return,excess_total_return,horizon
lightgbm,0.046656145129959414,0.0703609739009583,0.3161061126892453,0.36872428752601405,-0.20149169938473088,0.6840236686390532,0.32008578711549696,-0.13119160071940472,1d
lightgbm,0.10037615430681113,0.1523347962969086,0.31601832855931755,0.5947242354714211,-0.18723985096651885,1.0941176470588236,0.3176428327501417,-0.0864648570058133,5d
lightgbm,0.24046921296596735,0.376345501064838,0.2978875661623186,1.2149042091526956,-0.1466599059777779,1.3411764705882354,0.31463977576973745,0.031427169073574346,10d
lightgbm,0.26687091574224264,0.45145466759827335,0.4224104607354892,1.0651729441939572,-0.15275310412393317,1.4500000000000002,0.3534986898369097,0.045362871035190544,20d
