date,gross_return,cost,net_return,benchmark_return,turnover,n_selected,strategy_nav,gross_nav,benchmark_nav,excess_nav,drawdown,score_col
2024-04-16,0.012563031287745042,0.001,0.011563031287745041,0.003257052043431172,1.0,10,1.011563031287745,1.012563031287745,1.0032570520434312,1.008279014064637,0.0,score_mlp
2024-04-23,0.02962367037767204,0.001,0.02862367037767204,0.03354113751906528,1.0,10,1.0405176780615644,1.0425588647632296,1.0369074347929919,1.0034817411346784,0.0,score_mlp
2024-04-30,-0.011512405341238674,0.0014000000000000002,-0.012912405341238675,0.0050714298974818,1.4000000000000001,10,1.0270820920377088,1.0305565045199736,1.0421660381587223,0.985526350342731,-0.01291240534123883,score_mlp
2024-05-10,0.0236611888604078,0.0014000000000000002,0.022261188860407802,0.010507630388796424,1.4000000000000001,10,1.049946160463703,1.0549406966047425,1.0531167336914504,0.9969893430364233,0.0,score_mlp
2024-05-17,-0.006463621784796814,0.0014000000000000002,-0.007863621784796814,-0.018965912397056157,1.4000000000000001,10,1.041689780963417,1.0481219589364994,1.0331434139763844,1.0082721981008804,-0.007863621784796826,score_mlp
2024-05-24,-0.005834071658032003,0.001,-0.006834071658032003,-0.007065218864642689,1.0,10,1.0345707983548733,1.042007140321707,1.025844029638077,1.008506915734427,-0.014643952888059752,score_mlp
2024-05-31,-0.01447724942615577,0.0014000000000000002,-0.01587724942615577,-0.0007354008509647392,1.4000000000000001,10,1.0181446597403758,1.0269217430474344,1.0250896230657243,0.9932250184090459,-0.03028869662162703,score_mlp
2024-06-07,-0.005600149834355639,0.0008,-0.006400149834355639,-0.00911824899313356,0.8,10,1.0116283813649884,1.0211708274182112,1.0157426006423336,0.995949545411659,-0.03649499425931679,score_mlp
2024-06-17,-0.012921863073934193,0.0008,-0.013721863073934193,-0.013493412632864242,0.8,10,0.9977469552341924,1.007975397811217,1.002036766603088,0.995718908215875,-0.049716078019140575,score_mlp
2024-06-24,0.00718839046649683,0.0006000000000000001,0.00658839046649683,0.010887412823374177,0.6000000000000001,10,1.0043205017620336,1.0152211185513065,1.012946354545295,0.9914843932804975,-0.043455236487096816,score_mlp
2024-07-01,-0.01744242380989077,0.0014000000000000002,-0.01884242380989077,-0.02152927791631628,1.4000000000000001,10,0.9853966692268712,0.9975132015407832,0.9911383509639698,0.9942069825756269,-0.061478858314338636,score_mlp
