model,total_return,annual_return,annual_volatility,sharpe,max_drawdown,turnover,benchmark_annual_return,excess_total_return,cost_bps
lightgbm,0.12104767645586056,0.18456911502162532,0.3157585668750249,0.6825326251198066,-0.1792944542871785,1.0941176470588236,0.3176428327501417,-0.06930330559593612,5.0
lightgbm,0.10037615430681113,0.1523347962969086,0.31601832855931755,0.5947242354714211,-0.18723985096651885,1.0941176470588236,0.3176428327501417,-0.0864648570058133,10.0
lightgbm,0.060134316615221284,0.09041996387274698,0.3165488601755196,0.4195252175667188,-0.20291483284258172,1.0941176470588236,0.3176428327501417,-0.11987373523899725,20.0
